Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Cabinet,80511,NASHVILLE CONVENTION CTR,2/11/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,2/13/2014,,NCC-76714,,,3606184893,"$3,000 ",$0.00 ,$32.34 ,Enterprise,0
Table Dolly,80512,NASHVILLE CONVENTION CTR,2/11/2014,$12.00 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,2/20/2014,,NCC-76466,,,3606712550,"$3,000 ",$0.00 ,$9.24 ,Enterprise,0
Push Dolly,80513,NASHVILLE CONVENTION CTR,2/11/2014,$29.56 ,$0.68 ,0.23,$6.80 ,$6.80 ,Successful,2/11/2014,,NCC-76712A,,,3606051044,"$3,000 ",$0.00 ,$22.76 ,Enterprise,0
Push Dolly,80514,NASHVILLE CONVENTION CTR,2/11/2014,$11.62 ,$0.27 ,0.23,$2.67 ,$2.67 ,Successful,3/17/2014,,NCC-76712B,,,3608766289,"$3,000 ",$0.00 ,$8.94 ,Enterprise,0
Dolly,80515,NASHVILLE CONVENTION CTR,2/11/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,2/13/2014,,NCC-76258,,,3606194486,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
Tables & Cart,80516,NASHVILLE CONVENTION CTR,2/11/2014,$209.50 ,$4.82 ,0.23,$48.19 ,$48.19 ,Successful,2/12/2014,,"NCC-76471, NCC-76472, NCC-76473, NCC-76383",,,3606140511,"$3,000 ",$0.00 ,$161.32 ,Enterprise,0
2 Maps,80517,DISTRICT ATTORNEY,2/11/2014,$83.00 ,$1.91 ,0.23,$19.09 ,$19.09 ,Successful,2/11/2014,,DA-73107,,,3606043085,"$3,000 ",$0.00 ,$63.91 ,Enterprise,0
"Dell 17"" Flat Screen Monitor",80518,WATER SERVICES,2/11/2014,$3.36 ,$0.08 ,0.23,$0.77 ,$0.77 ,Successful,2/18/2014,,WS-62263,,,3606544743,"$3,000 ",$0.00 ,$2.59 ,Enterprise,0
Dell Laptop,80519,ITS,2/11/2014,$116.00 ,$2.67 ,0.23,$26.68 ,$26.68 ,Successful,2/23/2014,,75423,,,3606922999,"$3,000 ",$0.00 ,$89.32 ,General Fund,0
2 Dell Docking Stands,80521,SURPLUS WAREHOUSE,2/12/2014,$8.77 ,$0.20 ,0.23,$2.02 ,$2.02 ,Successful,2/12/2014,,77162,,,3606110334,"$3,000 ",$0.00 ,$6.75 ,General Fund,0
Everett Upright Piano,80522,SURPLUS WAREHOUSE,2/12/2014,$95.00 ,$2.18 ,0.23,$21.85 ,$21.85 ,Successful,2/13/2014,,77163,,,3606181263,"$3,000 ",$0.00 ,$73.15 ,General Fund,0
Art Table,80523,SURPLUS WAREHOUSE,2/12/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,2/12/2014,,77164,,,3606113207,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
Art Table,80524,SURPLUS WAREHOUSE,2/12/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/12/2014,,77167,,,3606113227,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Art Table,80525,SURPLUS WAREHOUSE,2/12/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/12/2014,,77165,,,3606113246,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Art Table,80526,SURPLUS WAREHOUSE,2/12/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/12/2014,,77166,,,3606113258,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
Kid's Play Sink Counter,80527,SURPLUS WAREHOUSE,2/12/2014,$4.00 ,$0.09 ,0.23,$0.92 ,$0.92 ,Successful,2/12/2014,,77168,,,3606122878,"$3,000 ",$0.00 ,$3.08 ,General Fund,0
Desk,80528,SURPLUS WAREHOUSE,2/12/2014,$30.00 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,2/12/2014,,77169,,,3606169033,"$3,000 ",$0.00 ,$23.10 ,General Fund,0
Office Supplies,80529,SURPLUS WAREHOUSE,2/12/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,2/13/2014,,77170,,,3606233068,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
"2 Panasonic 27"" TV/VCR Combos",80530,SURPLUS WAREHOUSE,2/12/2014,$7.50 ,$0.17 ,0.23,$1.73 ,$1.73 ,Successful,2/12/2014,,"77172, 77171",,,3606122891,"$3,000 ",$0.00 ,$5.78 ,General Fund,0
Book Case,80531,SURPLUS WAREHOUSE,2/12/2014,$11.51 ,$0.26 ,0.23,$2.65 ,$2.65 ,Successful,2/17/2014,,77173,,,3606436757,"$3,000 ",$0.00 ,$8.86 ,General Fund,0
File Cabinet,80532,HEALTH,2/12/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,2/13/2014,,76061,,,3606177943,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
"""All-Steel"" Storage Cabinet",80534,HEALTH,2/12/2014,$32.43 ,$0.75 ,0.23,$7.46 ,$7.46 ,Successful,2/12/2014,,76064,,,3606130444,"$3,000 ",$0.00 ,$24.97 ,General Fund,0
Assorted Radios,80536,RADIO COMMUNICATIONS,2/12/2014,$490.99 ,$11.29 ,0.23,$112.93 ,$112.93 ,Successful,2/12/2014,,RC-75607,,,3606127414,"$3,000 ",$0.00 ,$378.06 ,Enterprise,0
3-Ring Binders,80537,GENERAL SERVICES,2/12/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,2/13/2014,,75622,,,3606249692,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
7 Typewriter Ribbons,80538,JUVENILE COURT,2/12/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,2/12/2014,,75604,,,3606127756,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
3 Dell PC's,80539,JUVENILE COURT,2/12/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,2/17/2014,,"75521, 75577, 75578",,,3606436786,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
"4 Sanyo 14"" Video Monitors",80540,JUVENILE COURT,2/12/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,2/26/2014,,"75524, 75525, 75526, 75527",,,3607156312,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Office Supplies,80541,WATER SERVICES,2/12/2014,$41.00 ,$0.94 ,0.23,$9.43 ,$9.43 ,Successful,2/12/2014,,WS-74889,,,3606155709,"$3,000 ",$0.00 ,$31.57 ,Enterprise,0
Ballot Box,80542,WATER SERVICES,2/12/2014,$13.69 ,$0.31 ,0.23,$3.15 ,$3.15 ,Successful,2/19/2014,,WS-74881,,,3606579186,"$3,000 ",$0.00 ,$10.54 ,Enterprise,0
HP Color Laser Jet 2600n,80543,WATER SERVICES,2/12/2014,$32.00 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,2/18/2014,,WS-74874,,,3606515632,"$3,000 ",$0.00 ,$24.64 ,Enterprise,0
Ricoh Aticio 480w Printer,80544,WATER SERVICES,2/12/2014,$233.76 ,$5.38 ,0.23,$53.76 ,$53.76 ,Successful,2/18/2014,,WS-75611,,,3606505593,"$3,000 ",$0.00 ,$180.00 ,Enterprise,0
8 Dell Optiplex 780 PC's,80545,ITS,2/12/2014,$490.00 ,$11.27 ,0.23,$112.70 ,$112.70 ,Successful,2/17/2014,,"74634, 74635, 74654, 74656, 74657, 74663, 74664, 74667",,,3606447869,"$3,000 ",$0.00 ,$377.30 ,General Fund,0
2 Dell Laptops,80546,ITS,2/12/2014,$180.00 ,$4.14 ,0.23,$41.40 ,$41.40 ,Successful,2/23/2014,,"74583, 74585",,,3606923003,"$3,000 ",$0.00 ,$138.60 ,General Fund,0
"Dell 17"" Flat Screen Monitor",80547,ITS,2/12/2014,$14.00 ,$0.32 ,0.23,$3.22 ,$3.22 ,Successful,2/18/2014,,75573,,,3606544753,"$3,000 ",$0.00 ,$10.78 ,General Fund,0
Book Case,80548,GENERAL SERVICES,2/12/2014,$12.36 ,$0.28 ,0.23,$2.84 ,$2.84 ,Successful,2/13/2014,,74493,,,3606187476,"$3,000 ",$0.00 ,$9.52 ,General Fund,0
2 File Cabinets,80549,PUBLIC DEFENDER,2/12/2014,$44.00 ,$1.01 ,0.23,$10.12 ,$10.12 ,Successful,2/13/2014,,"76180, 76196",,,3606177945,"$3,000 ",$0.00 ,$33.88 ,General Fund,0
Shelf,80550,NASHVILLE CONVENTION CTR,2/12/2014,$30.36 ,$0.70 ,0.23,$6.98 ,$6.98 ,Successful,2/13/2014,,NCC-76708,,,3606194510,"$3,000 ",$0.00 ,$23.38 ,Enterprise,0
Shelf,80551,NASHVILLE CONVENTION CTR,2/12/2014,$10.01 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,2/12/2014,,NCC-76709,,,3606133589,"$3,000 ",$0.00 ,$7.71 ,Enterprise,0
Southbend Steamer,80553,SCHOOL BOARD WAREHOUSE,2/13/2014,$37.00 ,$0.85 ,0.23,$8.51 ,$8.51 ,Successful,2/18/2014,,SBS-6250,,,3606505618,"$3,000 ",$0.00 ,$28.49 ,Enterprise,0
Southbend 2-Burner Gas Range,80554,SCHOOL BOARD WAREHOUSE,2/13/2014,$30.01 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,2/19/2014,,SBS-6251,,,3606642813,"$3,000 ",$0.00 ,$23.11 ,Enterprise,0
Nelson Ice Cream Box,80555,SCHOOL BOARD WAREHOUSE,2/13/2014,$50.01 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,2/19/2014,,SBS-6256,,,3606642831,"$3,000 ",$0.00 ,$38.51 ,Enterprise,0
Hobart 60 qt. Mixer,80556,SCHOOL BOARD WAREHOUSE,2/13/2014,"$1,547.00 ",$0.00 ,0.23,$355.81 ,$355.81 ,Successful,3/24/2014,,SBS-6252A,,,Money Order,"$3,000 ",$0.00 ,"$1,191.19 ",Enterprise,0
Cart,80557,SCHOOL BOARD WAREHOUSE,2/13/2014,$18.00 ,$0.41 ,0.23,$4.14 ,$4.14 ,Successful,2/14/2014,,SBS-6252B,,,3606271046,"$3,000 ",$0.00 ,$13.86 ,Enterprise,0
Cart,80558,SCHOOL BOARD WAREHOUSE,2/13/2014,$76.01 ,$1.75 ,0.23,$17.48 ,$17.48 ,Successful,2/18/2014,,SBS-6269,,,3606523316,"$3,000 ",$0.00 ,$58.53 ,Enterprise,0
Victory Refrigerator,80559,SCHOOL BOARD WAREHOUSE,2/13/2014,$93.00 ,$2.14 ,0.23,$21.39 ,$21.39 ,Successful,2/18/2014,,SBS-6253,,,3606504842,"$3,000 ",$0.00 ,$71.61 ,Enterprise,0
Oven,80560,SCHOOL BOARD WAREHOUSE,2/13/2014,$41.01 ,$0.94 ,0.23,$9.43 ,$9.43 ,Successful,3/11/2014,,SBS-6254,,,3608262551,"$3,000 ",$0.00 ,$31.57 ,Enterprise,0
Tray Rack,80561,SCHOOL BOARD WAREHOUSE,2/13/2014,$11.01 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,2/18/2014,,SBS-6260,,,3606504651,"$3,000 ",$0.00 ,$8.48 ,Enterprise,0
Assorted Kitchen Items,80562,SCHOOL BOARD WAREHOUSE,2/13/2014,$221.99 ,$0.00 ,0.23,$51.05 ,$51.05 ,Successful,3/24/2014,,SBS-6268A,,,Money Order,"$3,000 ",$0.00 ,$170.93 ,Enterprise,0
Assorted Kitchen Items,80563,SCHOOL BOARD WAREHOUSE,2/13/2014,$98.00 ,$0.00 ,0.23,$22.54 ,$22.54 ,Successful,3/24/2014,,SBS-6268B,,,Money Order,"$3,000 ",$0.00 ,$75.46 ,Enterprise,0
2 Wear-Ever Bins,80564,SCHOOL BOARD WAREHOUSE,2/13/2014,$78.00 ,$1.79 ,0.23,$17.94 ,$17.94 ,Successful,2/28/2014,,SBS-6267,,,3607407464,"$3,000 ",$0.00 ,$60.06 ,Enterprise,0
Bakers Table,80565,SCHOOL BOARD WAREHOUSE,2/13/2014,$349.30 ,$0.00 ,0.23,$80.34 ,$80.34 ,Successful,2/18/2014,,SBS-6266,,,Cashiers Check,"$3,000 ",$0.00 ,$268.96 ,Enterprise,0
"""Edward Don"" Table",80566,SCHOOL BOARD WAREHOUSE,2/13/2014,$51.00 ,$1.17 ,0.23,$11.73 ,$11.73 ,Successful,3/16/2014,,SBS-6265,,,3608678279,"$3,000 ",$0.00 ,$39.27 ,Enterprise,0
Table,80567,SCHOOL BOARD WAREHOUSE,2/13/2014,$85.00 ,$1.96 ,0.23,$19.55 ,$19.55 ,Successful,2/14/2014,,SBS-6262,,,3606271070,"$3,000 ",$0.00 ,$65.45 ,Enterprise,0
Table,80568,SCHOOL BOARD WAREHOUSE,2/13/2014,$89.00 ,$2.05 ,0.23,$20.47 ,$20.47 ,Successful,2/13/2014,,SBS-6261,,,3606201833,"$3,000 ",$0.00 ,$68.53 ,Enterprise,0
Table,80569,SCHOOL BOARD WAREHOUSE,2/13/2014,$106.99 ,$2.46 ,0.23,$24.61 ,$24.61 ,Successful,2/14/2014,,SBS-6264,,,3606326104,"$3,000 ",$0.00 ,$82.38 ,Enterprise,0
Table,80570,SCHOOL BOARD WAREHOUSE,2/13/2014,$122.01 ,$2.81 ,0.23,$28.06 ,$28.06 ,Successful,2/21/2014,,SBS-6263,,,3606804513,"$3,000 ",$0.00 ,$93.95 ,Enterprise,0
Small Table,80571,SCHOOL BOARD WAREHOUSE,2/13/2014,$64.00 ,$1.47 ,0.23,$14.72 ,$14.72 ,Successful,2/20/2014,,SBS-6270,,,3606709804,"$3,000 ",$0.00 ,$49.28 ,Enterprise,0
Alpha Smart Keyboard Cart,80572,SCHOOL BOARD WAREHOUSE,2/13/2014,$11.01 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,2/16/2014,,SBS-6249A,,,3606412155,"$3,000 ",$0.00 ,$8.48 ,Enterprise,0
Alpha Smart Keyboard Cart,80573,SCHOOL BOARD WAREHOUSE,2/13/2014,$9.01 ,$0.21 ,0.23,$2.07 ,$2.07 ,Successful,2/16/2014,,SBS-6249B,,,3606412161,"$3,000 ",$0.00 ,$6.94 ,Enterprise,0
Alpha Smart Keyboard Cart,80574,SCHOOL BOARD WAREHOUSE,2/13/2014,$8.01 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,2/16/2014,,SBS-6249C,,,3606412166,"$3,000 ",$0.00 ,$6.17 ,Enterprise,0
AV Cart,80575,SCHOOL BOARD WAREHOUSE,2/13/2014,$17.66 ,$0.41 ,0.23,$4.06 ,$4.06 ,Successful,2/13/2014,,SBS-6248A,,,3606203563,"$3,000 ",$0.00 ,$13.60 ,Enterprise,0
"RCA 27"" Television",80576,SCHOOL BOARD WAREHOUSE,2/13/2014,$4.50 ,$0.10 ,0.23,$1.04 ,$1.04 ,Successful,2/16/2014,,SBS-6248B,,,3606412175,"$3,000 ",$0.00 ,$3.47 ,Enterprise,0
"Toshiba 27"" Television",80577,SCHOOL BOARD WAREHOUSE,2/13/2014,$14.00 ,$0.32 ,0.23,$3.22 ,$3.22 ,Successful,2/17/2014,,SBS-6248C,,,3606453729,"$3,000 ",$0.00 ,$10.78 ,Enterprise,0
Southbend 2-Burner Gas Range,80578,SCHOOL BOARD WAREHOUSE,2/13/2014,$10.62 ,$0.24 ,0.23,$2.44 ,$2.44 ,Successful,2/13/2014,,SBS-6273,,,3606239138,"$3,000 ",$0.00 ,$8.18 ,Enterprise,0
1 Lot of Stage Decking,80579,GENERAL SERVICES,2/12/2014,"$5,169.69 ",$0.00 ,0.23,"$1,189.03 ","$1,189.03 ",Successful,2/20/2014,,"77706, 77707",,,Cashiers Check,"$3,000 ",$0.00 ,"$3,980.66 ",General Fund,0
Dell Laptop,80580,ITS,2/18/2014,$68.00 ,$1.56 ,0.23,$15.64 ,$15.64 ,Successful,2/18/2014,,75983,,,3606532336,"$3,000 ",$0.00 ,$52.36 ,General Fund,0
Dell Laptop,80581,ITS,2/18/2014,$80.01 ,$1.84 ,0.23,$18.40 ,$18.40 ,Successful,2/18/2014,,75980,,,3606532368,"$3,000 ",$0.00 ,$61.61 ,General Fund,0
Dell Laptop,80582,ITS,2/18/2014,$81.00 ,$1.86 ,0.23,$18.63 ,$18.63 ,Successful,2/18/2014,,75978,,,3606532383,"$3,000 ",$0.00 ,$62.37 ,General Fund,0
Dell Laptop,80583,ITS,2/18/2014,$90.00 ,$2.07 ,0.23,$20.70 ,$20.70 ,Successful,2/18/2014,,75985,,,3606520092,"$3,000 ",$0.00 ,$69.30 ,General Fund,0
Dell Server,80584,ITS,2/18/2014,$42.00 ,$0.97 ,0.23,$9.66 ,$9.66 ,Successful,2/19/2014,,76318,,,3606587270,"$3,000 ",$0.00 ,$32.34 ,General Fund,0
Dell Server,80585,ITS,2/18/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,2/27/2014,,76316,,,3607344344,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
31 Dell Computers,80586,ITS,2/18/2014,$845.18 ,$0.00 ,0.23,$194.39 ,$194.39 ,Successful,2/19/2014,,"76051, 76005, 76043, 76053, 76031, 76014, 76046, 76007, 76038, 76011, 76040, 75995, 76030, 75997, 76000, 76008, 76049, 76009, 75994, 75999, 76045, 76025, 76002, 75998, 76050, 76023, 76028, 76035, 75991, 76039, 75993",,,Money Order,"$3,000 ",$0.00 ,$650.79 ,General Fund,0
30 Dell Computers,80587,ITS,2/18/2014,$715.00 ,$0.00 ,0.23,$164.45 ,$164.45 ,Successful,2/27/2014,,"76018, 76026, 75996, 76037, 76047, 76016, 76024, 76015, 76032, 76020, 76036, 76034, 76021, 76041, 76048, 76003, 76044, 75992, 76017, 76012, 76033, 76042, 76029, 76052, 76004, 76022, 76010, 76013, 76001, 76027",,,Money Order,"$3,000 ",$0.00 ,$550.55 ,General Fund,0
15 Dell Computers,80588,ITS,2/18/2014,$620.51 ,$14.27 ,0.23,$142.72 ,$142.72 ,Successful,2/20/2014,,"76977, 76920, 76933, 76923, 76918, 76981, 76929, 76973, 76982, 76909, 76978, 76922, 76967, 76980, 76931",,,3606717243,"$3,000 ",$0.00 ,$477.79 ,General Fund,0
15 Dell Computers,80589,ITS,2/18/2014,$460.00 ,$10.58 ,0.23,$105.80 ,$105.80 ,Successful,2/24/2014,,"76986, 76958, 76913, 76987, 76934, 76989, 76960, 76953, 76947, 76984, 76972, 76914, 76944, 76950, 76928",,,3606960669,"$3,000 ",$0.00 ,$354.20 ,General Fund,0
15 Dell Computers,80590,ITS,2/18/2014,$498.51 ,$11.47 ,0.23,$114.66 ,$114.66 ,Successful,2/18/2014,,"76925, 76917, 76926, 76916, 76927, 76966, 76921, 76979, 76935, 76968, 76908, 76983, 76969, 76971, 76974",,,3606520735,"$3,000 ",$0.00 ,$383.85 ,General Fund,0
15 Dell Computers,80591,ITS,2/18/2014,$550.02 ,$12.65 ,0.23,$126.50 ,$126.50 ,Successful,2/18/2014,,"76985, 76990, 76970, 76988, 76956, 76930, 76932, 76951, 76946, 76954, 76955, 76949, 76941, 76912, 76957",,,3606544767,"$3,000 ",$0.00 ,$423.52 ,General Fund,0
Dell Computer,80592,ITS,2/18/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,3/5/2014,,76937,,,3607800610,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Dell Computer,80593,ITS,2/18/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,2/19/2014,,76936,,,3606665151,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Computer,80594,ITS,2/18/2014,$54.00 ,$1.24 ,0.23,$12.42 ,$12.42 ,Successful,2/18/2014,,76938,,,3606526961,"$3,000 ",$0.00 ,$41.58 ,General Fund,0
Dell Computer,80595,ITS,2/18/2014,$51.10 ,$1.18 ,0.23,$11.75 ,$11.75 ,Successful,3/5/2014,,76976,,,3607800921,"$3,000 ",$0.00 ,$39.34 ,General Fund,0
Dell Computer,80596,ITS,2/18/2014,$55.13 ,$1.27 ,0.23,$12.68 ,$12.68 ,Successful,2/18/2014,,76975,,,3606544780,"$3,000 ",$0.00 ,$42.45 ,General Fund,0
Dell Computer,80597,ITS,2/18/2014,$65.00 ,$1.50 ,0.23,$14.95 ,$14.95 ,Successful,2/18/2014,,76940,,,3606526803,"$3,000 ",$0.00 ,$50.05 ,General Fund,0
1 Box of Dell Server Rails & Power Cords,80598,ITS,2/18/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,2/24/2014,,76317,,,3606934736,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
Safe,80599,TENNESSEE STATE FAIR,2/18/2014,$8.00 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,2/21/2014,,SF-76746,,,3606816638,"$3,000 ",$0.00 ,$6.16 ,Enterprise,0
2 Popcorn Warmers,80600,TENNESSEE STATE FAIR,2/18/2014,$101.70 ,$2.34 ,0.23,$23.39 ,$23.39 ,Successful,2/26/2014,,"SF-76725, SF-76726",,,3607156348,"$3,000 ",$0.00 ,$78.31 ,Enterprise,0
2 Popcorn Warmers,80601,TENNESSEE STATE FAIR,2/18/2014,$150.00 ,$3.45 ,0.23,$34.50 ,$34.50 ,Successful,2/18/2014,,"SF-76724, SF-76745",,,3606530056,"$3,000 ",$0.00 ,$115.50 ,Enterprise,0
2 Popcorn Warmers,80602,TENNESSEE STATE FAIR,2/18/2014,$99.27 ,$2.28 ,0.23,$22.83 ,$22.83 ,Successful,2/18/2014,,"SF-76723, SF-76727",,,3606530074,"$3,000 ",$0.00 ,$76.44 ,Enterprise,0
Wilbur Curtis Hot Chocolate Machine,80603,TENNESSEE STATE FAIR,2/18/2014,$10.01 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,2/26/2014,,SF-76731,,,3607156378,"$3,000 ",$0.00 ,$7.71 ,Enterprise,0
Wilbur Curtis Hot Chocolate Machine,80604,TENNESSEE STATE FAIR,2/18/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,2/28/2014,,SF-76730,,,3607407499,"$3,000 ",$0.00 ,$19.25 ,Enterprise,0
5 Cash Drawers,80605,TENNESSEE STATE FAIR,2/18/2014,$17.75 ,$0.41 ,0.23,$4.08 ,$4.08 ,Successful,2/26/2014,,SF-76736,,,3607156398,"$3,000 ",$0.00 ,$13.67 ,Enterprise,0
18 Carts w/Wooden Dance Floor Sections,80608,NASHVILLE CONVENTION CTR,2/18/2014,"$4,631.99 ",$0.00 ,0.23,"$1,065.36 ","$1,065.36 ",Successful,2/26/2014,,NCC-76385,,,Cashiers Check,"$3,000 ",$0.00 ,"$3,566.63 ",Enterprise,0
Bosch 18v Drill,80609,SCHOOL BOARD WAREHOUSE,2/13/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,2/13/2014,,SBS-6231C,,,3606209362,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
2005 Chevrolet 1500,80610,OFM-PUBLIC WORKS,2/13/2014,"$3,681.00 ",$0.00 ,0.23,$846.63 ,$846.63 ,Successful,3/11/2014,80003586,,08L 5979,,Money Order,"$3,000 ",$0.00 ,"$2,834.37 ",Enterprise,0
2005 Dodge Stratus,80611,OFM-CODES,2/13/2014,"$1,225.00 ",$0.00 ,0.23,$281.75 ,$281.75 ,Successful,2/18/2014,80003632,,P 3043 AN,,Cashiers Check,"$3,000 ",$0.00 ,$943.25 ,Enterprise,0
2003 Bobcat Zero Turn Mower,80612,OFM-SHERIFF,2/13/2014,"$1,125.00 ",$25.88 ,0.23,$258.75 ,$258.75 ,Successful,2/17/2014,80000813,,34092,,3606453352,"$3,000 ",$0.00 ,$866.25 ,Enterprise,0
2004 Bobcat Zero Turn Mower,80613,OFM-SHERIFF,2/13/2014,"$1,340.00 ",$30.82 ,0.23,$308.20 ,$308.20 ,Successful,2/17/2014,80004158,,34106,,3606453561,"$3,000 ",$0.00 ,"$1,031.80 ",Enterprise,0
2003 Bobcat Zero Turn Mower,80614,OFM-SHERIFF,2/13/2014,$815.00 ,$18.74 ,0.23,$187.45 ,$187.45 ,Successful,2/17/2014,80000817,,34096,,3606453056,"$3,000 ",$0.00 ,$627.55 ,Enterprise,0
1988 Massey Ferguson Turf Tractor,80615,OFM-PARKS,2/13/2014,"$2,586.00 ",$59.48 ,0.23,$594.78 ,$594.78 ,Successful,2/19/2014,87389,,29 4761,,3606601644,"$3,000 ",$0.00 ,"$1,991.22 ",Enterprise,0
15 Dell Computers,80616,ITS,2/19/2014,$520.51 ,$11.97 ,0.23,$119.72 ,$119.72 ,Successful,2/20/2014,,"76963, 76919, 76907, 76952, 76943, 76905, 76939, 76915, 76942, 76945, 76924, 76948, 76906, 76910, 76911",,,3606717259,"$3,000 ",$0.00 ,$400.79 ,General Fund,0
13 Dell Computers,80617,ITS,2/19/2014,$566.51 ,$0.00 ,0.23,$130.29 ,$130.29 ,Successful,3/13/2014,,"75848, 75856, 75840, 75839, 75942, 75863, 75832, 75843, 75844, 75828, 75820, 75852, 75859",,,Cashiers Check,"$3,000 ",$0.00 ,$436.21 ,General Fund,0
30 Dell Computers,80618,ITS,2/19/2014,$885.00 ,$20.36 ,0.23,$203.55 ,$203.55 ,Successful,2/19/2014,,"75831, 75854, 75860, 75829, 75846, 75841, 75821, 75850, 75818, 75827, 75858, 75855, 75862, 75849, 75836, 75824, 75817, 75819, 75822, 75834, 75857, 75825, 75837, 75847, 75838, 75845, 75851, 75833, 75823, 75861",,,3606636686,"$3,000 ",$0.00 ,$681.45 ,General Fund,0
30 Dell Computers,80619,ITS,2/19/2014,$726.51 ,$16.71 ,0.23,$167.10 ,$167.10 ,Successful,2/20/2014,,"75804, 75802, 75793, 75830, 75810, 75813, 75812, 75806, 75798, 75794, 75792, 75816, 75805, 75809, 75801, 75791, 75799, 75815, 75814, 75800, 75796, 75797, 75811, 75853, 75808, 75803, 75795, 75807, 75835, 75826",,,3606684723,"$3,000 ",$0.00 ,$559.41 ,General Fund,0
Dell Laptop,80620,ITS,2/19/2014,$50.00 ,$1.15 ,0.23,$11.50 ,$11.50 ,Successful,2/19/2014,,75781,,,3606603545,"$3,000 ",$0.00 ,$38.50 ,General Fund,0
Dell Laptop w/Bag,80621,ITS,2/19/2014,$54.40 ,$1.25 ,0.23,$12.51 ,$12.51 ,Successful,2/25/2014,,75782,,,3607100022,"$3,000 ",$0.00 ,$41.89 ,General Fund,0
Dell Laptop w/Bag,80622,ITS,2/19/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,2/19/2014,,75783,,,3606636707,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Laptop,80623,ITS,2/19/2014,$64.00 ,$1.47 ,0.23,$14.72 ,$14.72 ,Successful,3/4/2014,,75787,,,3607695271,"$3,000 ",$0.00 ,$49.28 ,General Fund,0
Dell Laptop,80624,ITS,2/19/2014,$57.00 ,$1.31 ,0.23,$13.11 ,$13.11 ,Successful,3/4/2014,,75784,,,3607695291,"$3,000 ",$0.00 ,$43.89 ,General Fund,0
Dell Laptop w/Bag,80625,ITS,2/19/2014,$60.00 ,$1.38 ,0.23,$13.80 ,$13.80 ,Successful,2/24/2014,,75788,,,3606944134,"$3,000 ",$0.00 ,$46.20 ,General Fund,0
